# Engage CRC32 hash -> bone path map
# Format: <hash_hex_8>	<bone_path>
# Generated from uRig prefabs (extracted from Engage) + 1 stray bone
6CE9DA84	c_trans
637B59BE	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntB1_jnt/l_sprmntB2_piv
3F45DFB3	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_collar_jnt
19FEAD52	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_bust_jnt
C9E2FCFB	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt
C5AA262A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt
47B61AEA	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm1vol_jnt
862ECF23	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm1vol_jnt/r_arm1for_jnt
AEA7431F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm1vol_jnt/r_shldrArmr_jnt
360DC051	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt
7E5DE9CF	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm2vol_jnt
8C123957	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm2vol_jnt/r_arm2for_jnt
3A89C8EC	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm2vol_jnt/r_arm2for_jnt/r_accarm_jnt
42E05856	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm2vol_jnt/r_arm2for_jnt/r_accarm_jnt/r_accarm_loc
1DB3BDEC	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt
1C81395F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_arm4_jnt
48BA5A28	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_arm4_jnt/r_limbF_loc
0CE4CFD6	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin11_jnt
F3674B52	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin11_jnt/r_fin12_jnt
2E83CE29	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin11_jnt/r_fin12_jnt/r_fin13_jnt
8A70BD78	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin21_jnt
9F75E49E	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin21_jnt/r_fin22_jnt
063044FD	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin21_jnt/r_fin22_jnt/r_fin23_jnt
412C6EDD	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin31_jnt
BB7B81DA	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin31_jnt/r_fin32_jnt
1E5EC2B1	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin31_jnt/r_fin32_jnt/r_fin33_jnt
5C295E65	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin41_jnt
4750BB06	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin41_jnt/r_fin42_jnt
57575155	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin41_jnt/r_fin42_jnt/r_fin43_jnt
97758DC0	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin51_jnt
635EDE42	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin51_jnt/r_fin52_jnt
4F39D719	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fin51_jnt/r_fin52_jnt/r_fin53_jnt
E1FB2530	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_wpn1_loc
3B0D4F39	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt
AC57F264	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntA1_jnt
2DADFF43	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntA1_jnt/r_sprmntA2_jnt
6F508B16	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntA1_jnt/r_sprmntA2_jnt/r_sprmntA3_jnt
E8FDC328	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntA1_jnt/r_sprmntA2_jnt/r_sprmntA3_jnt/r_mntA4_jnt
DFAE5A5B	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntA1_jnt/r_sprmntA2_jnt/r_sprmntA3_piv
9D532E0E	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntA1_jnt/r_sprmntA2_piv
2AC380CA	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntB1_jnt
D0270F0E	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntB1_jnt/r_sprmntB2_jnt
F63A00A5	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntB1_jnt/r_sprmntB2_jnt/r_sprmntB3_jnt
992AE895	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntB1_jnt/r_sprmntB2_jnt/r_sprmntB3_jnt/r_mntB4_jnt
46C4D1E8	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntB1_jnt/r_sprmntB2_jnt/r_sprmntB3_piv
60D9DE43	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_cla_jnt/r_mngmnt_jnt/r_sprmntB1_jnt/r_sprmntB2_piv
DA6CE151	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/r_collar_jnt
BF41099E	c_trans/c_hip_jnt/c_tail1_jnt
F9901E4C	c_trans/c_hip_jnt/c_tail1_jnt/c_tail2_jnt
EEE1D33D	c_trans/c_hip_jnt/c_tail1_jnt/c_tail2_jnt/c_tail3_jnt
583962DF	c_trans/c_hip_jnt/c_tail1_jnt/c_tail2_jnt/c_tail3_jnt/c_tail4_jnt
284A01F1	c_trans/c_hip_jnt/c_tail1_jnt/c_tail2_jnt/c_tail3_jnt/c_tail4_jnt/c_tail5_jnt
18A52E29	c_trans/c_hip_jnt/c_tail1_jnt/c_tail2_jnt/c_tail3_jnt/c_tail4_jnt/c_tail5_jnt/c_mngtail_jnt
2A51048D	c_trans/c_hip_jnt/c_tail1_jnt/c_tail2_jnt/c_tail3_jnt/c_tail4_jnt/c_tail5_jnt/c_mngtail_jnt/c_sprtail_jnt
5D03B68B	c_trans/c_hip_jnt/c_tail1_jnt/c_tail2_jnt/c_tail3_jnt/c_tail4_jnt/c_tail5_jnt/c_mngtail_jnt/c_sprtail_jnt/c_tail_jnt
29465075	c_trans/c_hip_jnt/l_hip_jnt
C84101C1	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt
1D7ED350	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt
DC16FC7B	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt
246A14B0	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt
85AEE48F	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt
614DB8CF	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_limbR_loc
CF8CD218	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe21_jnt
50A01870	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe21_jnt/l_toe22_jnt
40D53173	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe21_jnt/l_toe22_jnt/l_toe23_jnt
04D001BD	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe31_jnt
5693BE96	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe31_jnt/l_limbR_loc
74AE7D34	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe31_jnt/l_toe32_jnt
58BBB73F	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe31_jnt/l_toe32_jnt/l_toe33_jnt
19D53105	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe41_jnt
888547E8	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe41_jnt/l_toe42_jnt
11B224DB	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe41_jnt/l_toe42_jnt/l_toe43_jnt
D289E2A0	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe51_jnt
AC8B22AC	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe51_jnt/l_toe52_jnt
09DCA297	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_toe51_jnt/l_toe52_jnt/l_toe53_jnt
24ED56DB	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_toe11_jnt
B070565B	c_trans/c_hip_jnt/l_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_toe11_jnt/l_toe12_jnt
AEC65C5E	c_trans/c_hip_jnt/l_leg1_jnt
FFA85737	c_trans/c_hip_jnt/l_leg1_jnt/l_coxa_jnt
BF5AFB81	c_trans/c_hip_jnt/l_leg1_jnt/l_leg1vol_jnt
0FCB1F80	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt
F02D149E	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt
A11F03C2	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_accleg_jnt
1B89591C	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt
704C6FB9	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktA1_jnt
C835A56C	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktA1_jnt/l_sprsktA2_jnt
59B2BD20	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktA1_jnt/l_sprsktA2_jnt/l_sprsktA3_jnt
6D68CDCD	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktA1_jnt/l_sprsktA2_jnt/l_sprsktA3_jnt/l_sktA4_jnt
E94C6C6D	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktA1_jnt/l_sprsktA2_jnt/l_sprsktA3_piv
78CB7421	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktA1_jnt/l_sprsktA2_piv
C0B2BEF4	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktA1_piv
F6D81D17	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktB1_jnt
35BF5521	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktB1_jnt/l_sprsktB2_jnt
C0D83693	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktB1_jnt/l_sprsktB2_jnt/l_sprsktB3_jnt
1CBFE670	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktB1_jnt/l_sprsktB2_jnt/l_sprsktB3_jnt/l_sktB4_jnt
7026E7DE	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktB1_jnt/l_sprsktB2_jnt/l_sprsktB3_piv
8541846C	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktB1_jnt/l_sprsktB2_piv
4626CC5A	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktB1_piv
3D84CEB2	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktC1_jnt
6139051A	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktC1_jnt/l_sprsktC2_jnt
012EB23D	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktC1_jnt/l_sprsktC2_jnt/l_sprsktC3_jnt
33F2FF1B	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktC1_jnt/l_sprsktC2_jnt/l_sprsktC3_jnt/l_sktC4_jnt
B1D06370	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktC1_jnt/l_sprsktC2_jnt/l_sprsktC3_piv
D1C7D457	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktC1_jnt/l_sprsktC2_piv
8D7A1FFF	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt/l_sprsktC1_piv
42FA6AE4	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt
86459891	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktA1_jnt
AF8DE00E	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktA1_jnt/l_sprsktA2_jnt
D7CA4E1C	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktA1_jnt/l_sprsktA2_jnt/l_sprsktA3_jnt
2763A994	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktA1_jnt/l_sprsktA2_jnt/l_sprsktA3_jnt/l_sktA4_jnt
67349F51	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktA1_jnt/l_sprsktA2_jnt/l_sprsktA3_piv
1F733143	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktA1_jnt/l_sprsktA2_piv
36BB49DC	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktA1_piv
00D1EA3F	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktB1_jnt
52071043	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktB1_jnt/l_sprsktB2_jnt
4EA0C5AF	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktB1_jnt/l_sprsktB2_jnt/l_sprsktB3_jnt
56B48229	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktB1_jnt/l_sprsktB2_jnt/l_sprsktB3_jnt/l_sktB4_jnt
FE5E14E2	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktB1_jnt/l_sprsktB2_jnt/l_sprsktB3_piv
E2F9C10E	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktB1_jnt/l_sprsktB2_piv
B02F3B72	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktB1_piv
CB8D399A	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktC1_jnt
06814078	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktC1_jnt/l_sprsktC2_jnt
8F564101	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktC1_jnt/l_sprsktC2_jnt/l_sprsktC3_jnt
79F99B42	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktC1_jnt/l_sprsktC2_jnt/l_sprsktC3_jnt/l_sktC4_jnt
3FA8904C	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktC1_jnt/l_sprsktC2_jnt/l_sprsktC3_piv
B67F9135	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktC1_jnt/l_sprsktC2_piv
7B73E8D7	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg2vol_jnt/l_mngskt_jnt/l_sprsktC1_piv
8DA7496B	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt
24D0B780	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt
91C4B5C6	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg4_loc
B8959963	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg4_loc/OcclusionVolume
FB98B9AF	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg4_loc/OcclusionVolume/DecalOcclusion
32E15442	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt
75BA8C8D	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_leg_loc
39318180	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_leg_loc/OcclusionVolume
9B78632F	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg5_jnt/l_leg_loc/OcclusionVolume/DecalOcclusion
47221528	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg_loc
C5802758	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg_loc/OcclusionVolume
1938D585	c_trans/c_hip_jnt/l_leg1_jnt/l_leg2_jnt/l_leg3_jnt/l_leg4_jnt/l_leg_loc/OcclusionVolume/DecalOcclusion
BD3B7CAE	c_trans/c_hip_jnt/l_swdbox_loc
25DC7306	c_trans/c_hip_jnt/l_swdbox_loc/l_swdgrip_loc
81E41914	c_trans/c_hip_jnt/lookAt_loc
4D44C996	c_trans/c_hip_jnt/r_hip_jnt
081850D8	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt
0323C529	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt
A08255C1	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt
99E2351A	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt
9FFABED7	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt
B4BA108D	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_limbR_loc
1A7B7A5A	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe21_jnt
97C61649	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe21_jnt/r_toe22_jnt
67FCE39B	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe21_jnt/r_toe22_jnt/r_toe23_jnt
D127A9FF	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe31_jnt
91F5B0AF	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe31_jnt/r_limbR_loc
B3C8730D	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe31_jnt/r_toe32_jnt
7F9265D7	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe31_jnt/r_toe32_jnt/r_toe33_jnt
CC229947	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe41_jnt
4FE349D1	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe41_jnt/r_toe42_jnt
369BF633	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe41_jnt/r_toe42_jnt/r_toe43_jnt
077E4AE2	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe51_jnt
6BED2C95	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe51_jnt/r_toe52_jnt
2EF5707F	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_leg5_jnt/r_toe51_jnt/r_toe52_jnt/r_toe53_jnt
4147DB47	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_toe11_jnt
31DE5060	c_trans/c_hip_jnt/r_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg3_jnt/r_leg4_jnt/r_toe11_jnt/r_toe12_jnt
97A1ED05	c_trans/c_hip_jnt/r_leg1_jnt
5EE4F830	c_trans/c_hip_jnt/r_leg1_jnt/r_coxa_jnt
ECE04038	c_trans/c_hip_jnt/r_leg1_jnt/r_leg1vol_jnt
AE87B087	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt
EAFF301A	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt
586DD27D	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_accleg_jnt
AA2C747B	c_trans/c_hip_jnt/r_leg1_jnt/r_leg2_jnt/r_leg2vol_jnt/r_mngskt
